school_code,section,email,phone
45001,HS,smhssvechoor@gmail.com,4829275322.0
30068,HS,ghssamaravathy@gmail.com,4869222594.0
13086,HS,gvhsskmr@gmail.com,4602224701.0
24027,HS,focusislamic@gmail.com,4872531964.0
32015,HS,stmaryshsteekoy@gmail.com,4822281049.0
24014,HS,mjdhskkm@gmail.com,4885226585.0
11058,HS,11058namhs@gmail.com,4994256137.0
22011,HS,govthssmanalur@gmail.com,4872630515.0
13041,HS,parassinikadavuhs@gmail.com,9446040017.0
29039,HS,29039sndphs@gmail.com,4864223347.0
38105,HS,ghsstgm@gmail.com,4734288071.0
20040,HS,hmfmhs@yahoo.com,9447391345.0
14036,HS,chmkavumpady@gmail.com,4902405001.0
45016,HS,vhssb1949@gmail.com,4829273226.0
11192,HS,mujungavu@gmail.com,4998215625.0
23024,HS,nhssirinjalakuda@yahoo.co.in,4802822086.0
45053,HS,vbsnhsshm@gmail.com,4829263105.0
29060,HS,29060ghs@gmail.com,4865285254.0
12056,HS,12056ambalathara@gmail.com,4672244050.0
32071,HS,ghspanackachira@gmail.com,9746414176.0
26106,HS,georgianacademy@gmail.com,4842777400.0
22071,HS,mathahsmannampetta@gmail.com,4802752320.0
38084,HS,evhsselamannoor@gmail.com,4734247273.0
33090,HS,ghsvazhappally@gmail.com,4812401670.0
36003,HS,cmshsktnm@gmail.com,4792334480.0
26004,HS,stmaryshskannamaly@gmail.com,4842247930.0
46068,HS,mithrakaryschool@gmail.com,8547785962.0
24042,HS,sttheresasbkm@gmail.com,4872550258.0
35052,HS,35052alappuzha@gmail.com,4772249466.0
11064,HS,11064kunjar@gmail.com,4994241814.0
12036,HS,12036southtrikarpur@gmail.com,4672211404.0
11066,HS,11066muhimmath@gmail.com,4998246078.0
13030,HS,chmksghssmattul@gmail.com,4972843085.0
26065,HS,headmistressnorthedappally@gmail.com,4842801673.0
20057,HS,englishschool@mountseena.com,4912872087.0
28039,HS,ijhss28039@gmail.com,4852260405.0
26068,HS,ccplmekm@gmail.com,4842358491.0
22034,HS,cmshsthrissur@gmail.com,4872335047.0
38089,HS,ghsmaroor@gmail.com,4734275373.0
30047,HS,nsshsskoottar@gmail.com,4868279557.0
26050,HS,stmaryskandanad@gmail.com,4842792752.0
24081,HS,sntnattika@gmail.com,4872397172.0
22008,HS,snbhskanimangalam@gmail.com,4872247679.0
23039,HS,ghsschemboochira@yahoo.com,4802780035.0
14053,HS,stmaryshssedoor@gmail.com,4902450518.0
33032,HS,sndphss@gmail.com,4812381920.0
50012,HS,ashabhavan08@gmail.com,4872352814.0
27009,HS,snhssokkal@gmail.com,4842462175.0
47037,HS,sthskoorachund@gmail.com,9961225661.0
12060,HS,12060thachangad@gmail.com,9495806510.0
31075,HS,stantonysplassanal@gmail.com,4822292362.0
47110,HS,nochathss@gmail.com,4962610340.0
28041,HS,28041slths@gmail.com,4852260049.0
13046,HS,hsmarygiri@gmail.com,4602285642.0
32041,HS,kply32041@yahoo.co.in,4828247162.0
35041,HS,35041alappuzha@gmail.com,4792482130.0
14002,HS,shghschool@gmail.com,4902343676.0
22019,HS,gvhssayyanthole@gmail.com,4872364440.0
25119,HS,vijnanam1976@gmail.com,8330097973.0
45045,HS,ghskadappoor@gmail.com,4812536744.0
23054,HS,ghssnandikkara@yahoo.com,4802753280.0
12013,HS,12013udma@gmail.com,4672238012.0
21020,HS,ghskunissery1@gmail.com,4922234213.0
32024,HS,kply32024@yahoo.co.in,4828210397.0
45025,HS,nsshskattampak@gmail.com,4829265256.0
23038,HS,sreekrishnahsmattathur@yahoo.com,4802740647.0
35059,HS,35059alappuzha@gmail.com,4792319550.0
26005,HS,rvuhscherai@gmail.com,9496821384.0
11010,HS,11010miyapadav@gmail.com,4998252100.0
25023,HS,stjhsang@gmail.com,4842453543.0
13021,HS,rajashschirakkal@gmail.com,4972779472.0
33044,HS,shmounthssktm@gmail.com,0.0
21094,HS,kahhs262460@gmail.com,4924262460.0
28004,HS,28004gmhs@gmail.com,9947816967.0
27044,HS,kottappadyschool27044@yahoo.in,4852843312.0
11052,HS,11052heroor@gmail.com,4998262030.0
24033,HS,gbhswky24033@gmail.com,4884232460.0
24066,HS,ghssmanathala@gmail.com,4872508752.0
36066,HS,govthsthiruvanvandoor@gmail.com,4792427104.0
38065,HS,josephnarana@gmail.com,9745050797.0
11091,HS,sbvp97badiadka@gmail.com,4998293307.0
35055,HS,35055alappuzha@gmail.com,8547306352.0
38107,HS,mrspta@yahoo.in,9497051153.0
17006,HS,pantheerankavuhs@gmail.com,4952430102.0
27048,HS,queenmudickal@gmail.com,2593417.0
33013,HS,stanneshschry@gmail.com,4812400373.0
20035,HS,ghssottapalam@gmail.com,4662246585.0
12006,HS,12006kanhnagad@gmail.com,4672209592.0
27021,HS,kothamangalam27021@yahoo.co.in,4852862372.0
47115,HS,alirshadhighschool@gmail.com,9747816434.0
35044,HS,35044alappuzha@gmail.com,4792474001.0
24080,HS,ghss.kadikkad@yahoo.com,4872546485.0
25027,HS,ghs17mookkannoor@gmail.com,4842615249.0
30027,HS,phsselappara@gmail.com,4869242329.0
31063,HS,svnsshsedanad@gmail.com,4822258932.0
46063,HS,lmhss.pacha@gmail.com,4772211402.0
12021,HS,12021kottodi@gmail.com,9446239065.0
38055,HS,mthighschool@yahoo.com,4682222395.0
23047,HS,stantonyshsmoorkanad@yahoo.com,4802885480.0
21070,HS,mhssparali@gmail.com,9497181838.0
28001,HS,nirmala28001@gmail.com,4852832489.0
37015,HS,ammhsothera@gmail.com,4692656722.0
24030,HS,highschoolpengamuck@gmail.com,4885274155.0
37039,HS,pmvhsperingara2013@gmail.com,4692700059.0
25098,HS,ghs22nayathode@gmail.com,4842962230.0
13770,HS,gups.thadikkadavu9@gmail.com,4602238088.0
36011,HS,hschettikulangara2009@gmail.com,4792348013.0
21054,HS,gmmghss@gmail.com,4912544747.0
21001,HS,cghsvdy1964@gmail.com,4922255503.0
33046,HS,stannesktm@gmail.com,4812562250.0
12053,HS,12053mkasba@gmail.com,4672999251.0
17100,HS,ghsskunduparamba@gmail.com,4952391499.0
21021,HS,vimhspallassena@gmail.com,9447858720.0
20008,HS,hsperingode@gmail.com,4662370144.0
38080,HS,nedumonvhss@gmail.com,4734241550.0
24004,HS,ghspanjal@gmail.com,4884274892.0
11032,HS,11032delampady@gmail.com,4994265024.0
33021,HS,ithithanamhs@gmail.com,4812321450.0
36065,HS,36065alappuzha@gmail.com,4792472175.0
45034,HS,ehsskothanalloor@gmail.com,4829248082.0
27052,HS,gupspkdy@gmail.com,0.0
13040,HS,kprghss@gmail.com,4972781046.0
26019,HS,scgvhss@gmail.com,4842223230.0
29055,HS,29055sths@gmail.com,4862239208.0
23043,HS,pshssthirumudikunnu@yahoo.com,4802732801.0
33035,HS,cmshsolassa@gmail.com,4812517960.0
46073,HS,tmtneerattu@gmail.com,4772219424.0
47022,HS,nhsslab@gmail.com,4952855070.0
20009,HS,chathanurghss@yahoo.in,8848438819.0
29051,HS,29051ghssp@gmail.com,4868262059.0
37052,HS,mrslbvghs@gmail.com,4692685014.0
21012,HS,gghsalathur@gmail.com,4922222284.0
25093,HS,mahsthuravoor@gmail.com,4842617866.0
22063,HS,strcghs@gmail.com,4872354362.0
12018,HS,12018bellikoth@gmail.com,4672266273.0
38045,HS,highschoolmaniyar@gmail.com,8281673481.0
12035,HS,12035mettammal@gmail.com,4672212125.0
25059,HS,ghs26puthiyakavu@gmail.com,4842443173.0
22044,HS,kauhsvka@gmail.com,4872962018.0
13063,HS,hm13063@gmail.com,4602230332.0
47068,HS,chennamangallurhss@gmail.com,9526276005.0
24006,HS,nsshsmka@gmail.com,4884272102.0
26071,HS,sktsh2006@gmail.com,4842785332.0
38027,HS,gvhsselanthoor@yahoo.in,4682362082.0
46062,HS,sahsseda@gmail.com,4772212296.0
16080,HS,vadakara16080@gmail.com,4962560259.0
26066,HS,ghsvennala@gmail.com,4842809255.0
21022,HS,hmmnkm21022@gmail.com,4922243249.0
12009,HS,12009periye@gmail.com,4672234340.0
32004,HS,kply_32004@yahoo.co.in,4828235797.0
28014,HS,hsr28014@yahoo.in,4852278171.0
26090,HS,ghsedakochi@gmail.com,2327477.0
26011,HS,tdhsmattancherry@yahoo.com,4842225920.0
16502,HS,thspayyoli@gmail.com,4962603299.0
20025,HS,lsnghsotpm@gmail.com,4662247290.0
21091,HS,arogyamathahss@gmail.com,9497244526.0
11039,HS,11039neerchal@gmail.com,4998284090.0
30052,HS,sthssthankamany@gmail.com,4868275239.0
17030,HS,gbhssparayanchery@gmail.com,4952742024.0
23067,HS,stmarysvynthala@yahoo.com,4802770430.0
14056,HS,sshs14056@gmail.com,4902454452.0
34024,HS,34024alappuzha@gmail.com,4782813398.0
23076,HS,uhsannanad@yahoo.com,4802719816.0
31077,HS,stmaryshssbhnm@gmail.com,4822236209.0
11071,HS,11071udyawar@gmail.com,4998272125.0
16042,HS,vadakara16042@gmail.com,4962572525.0
11070,HS,11070kodiammeghs@gmail.com,4998217855.0
22026,HS,ghssperingottukara@gmail.com,4872273117.0
35064,HS,35064alappuzha@gmail.com,4772297978.0
13501,HS,thsthottada@gmail.com,4972835260.0
32068,HS,ksmbhskarakad@yahoo.com,9744007894.0
38037,HS,psvpmhs38037@gmail.com,4682242385.0
29041,HS,29041ghs@gmail.com,4864222434.0
47098,HS,ptmhskodiyathur@gmail.com,4952209557.0
34032,HS,34032alappuzha@gmail.com,4782814534.0
20020,HS,ghsshoranur@gmail.com,4662222854.0
12045,HS,12045thomapuram@gmail.com,4672221850.0
36049,HS,skvhspathiyoor@yahoo.com,4792444646.0
38066,HS,ghsskadimeenchira12@gmail.com,8921877750.0
32501,HS,thsteekoy@gmail.com,914822200425.0
20045,HS,chalavarahss@gmail.com,4662930492.0
33005,HS,nssbhsperunna@gmail.com,4812420735.0
12027,HS,12027madikai@gmail.com,4672240720.0
11049,HS,11049patla@gmail.com,4994241430.0
25042,HS,sjhskizhakkambalam@gmail.com,9605025042.0
35036,HS,35036alappuzha@gmail.com,4792492232.0
33068,HS,pvsghsspampady@gmail.com,4812508414.0
17019,HS,gujarathividhyalayam@gmail.com,4952365215.0
26036,HS,lmccschoolchathiath@gmail.com,4842393586.0
26063,HS,stgeorgeedappally@gmail.com,2344460.0
38058,HS,oghsonline@gmail.com,4682230205.0
28026,HS,stmaryshs28026@gmail.com,4852256391.0
11013,HS,11013mangalpady@gmail.com,4998243399.0
13058,HS,chs13058@gmail.com,4972852290.0
29034,HS,29034sshs@gmail.com,4862273300.0
37023,HS,bemhskmb@gmail.com,4692664316.0
17083,HS,ghsmavoor@gmail.com,4952883117.0
13022,HS,puzhathighss@gmail.com,4972746164.0
28010,HS,28010stjohns@gmail.com,4852252302.0
27043,HS,dbhstkyr@gmail.com,4852822686.0
14849,HS,aralamfarmghss@gmail.com,4902549200.0
33052,HS,chengalamschool@gmail.com,4812524828.0
21118,HS,modelhspezhumkara@gmail.com,8593810011.0
32030,HS,kply32030@yahoo.co.in,4828202074.0
47120,HS,hmstfrancisperambra@gmail.com,4962961809.0
25468,HS,stfrancisassisiups@gmail.com,4842966966.0
37046,HS,gmghs37046@gmail.com,4692601865.0
12073,HS,12073pullureriya@gmail.com,4672246400.0
22059,HS,vsmmgvhssollur@gmail.com,4872352628.0
14061,HS,ramakrishnahsolavilam@gmail.com,4902335220.0
25089,HS,lilyhillvalley@gmail.com,4842577343.0
45003,HS,ghsvechoor@gmail.com,4829275106.0
26051,HS,ghsthiruvankulam@gmail.com,4842787413.0
27034,HS,neriamangalam27034@gmail.com,4852554256.0
13502,HS,thsneruvambram@gmail.com,4972871789.0
46071,HS,vhsstldy@gmail.com,4772212792.0
22041,HS,vivekodayamghs@gmail.com,4872335831.0
33502,HS,thskurichy@gmail.com,4812723092.0
13061,HS,ghschala@gmail.com,4972821821.0
13020,HS,ghssv09@gmail.com,4972778041.0
36053,HS,nrpmhsschool@gmail.com,4792430418.0
23049,HS,vhsskaralam@yahoo.com,4802885250.0
21031,HS,vmhsvadavannur@gmail.com,4923215639.0
28046,HS,ghssmlsry28046@yahoo.in,4852272215.0
26103,HS,acsemhss@gmail.com,4842530380.0
32026,HS,kply32026@gmail.com,4828210696.0
20047,HS,ananganadihs@gmail.com,4662243832.0
21081,HS,ghss.pottassery@gmail.com,4924238358.0
24092,HS,alameenehskkd@gmail.com,4885284605.0
25108,HS,vcshssputhenvelikara@gmail.com,4842487498.0
38030,HS,krpmhss@gmail.com,4735258887.0
11009,HS,11009kunjathur@gmail.com,4998278985.0
26001,HS,stgeorgeshighschool@gmail.com,9446837525.0
13002,HS,cherupuzhastmaryshs@gmail.com,4985241199.0
24032,HS,ghspampady@gmail.com,4884283467.0
17036,HS,grfthsbeypore@gmail.com,4952921728.0
17076,HS,farookhhss@gmail.com,4952440670.0
24022,HS,sarvodayam_24022@rediffmail.com,4885286309.0
25037,HS,sndphsnlm@gmail.com,4842460260.0
36034,HS,vhsschathiyara@gmail.com,4792370473.0
38025,HS,hmsndphss@gmail.com,4682213751.0
14038,HS,stthomashsk@gmail.com,9447689895.0
26031,HS,ghspanampilly@gmail.com,4842318816.0
47042,HS,neeleswaramhighschool@gmail.com,4952297009.0
22085,HS,stjosephschooleravu@gmail.com,4872311450.0
31055,HS,holycrosshsmonippally@gmail.com,4822242440.0
12008,HS,12008pallikkare@gmail.com,4672273200.0
27040,HS,ghsayyankavu27040@gmail.com,4852860569.0
17114,HS,nivedithaschool@gmail.com,4832082555.0
38093,HS,pandalamnss2009@gmail.com,4734252620.0
32053,HS,kply32053@gmail.com,4812456350.0
21111,HS,inicprincipal@gmail.com,4924237576.0
24052,HS,stgeorgehsthozhiyoor@gmail.com,4872681855.0
45046,HS,gvhsvayala@gmail.com,4822228286.0
23035,HS,gnbhskodakara@yahoo.com,4802720464.0
13042,HS,arolighs@gmail.com,4972788404.0
13094,HS,ghssmathamangalam@gmail.com,4985277175.0
21008,HS,kcphss@gmail.com,8281017056.0
45009,HS,girlsghssvaikom633@gmail.com,4829231428.0
21092,HS,ymghskollengode@gmail.com,4923262797.0
36026,HS,bhhssmvk@gmail.com,4792302523.0
23501,HS,thskodungallur@gmail.com,4802802974.0
17074,HS,akkrgirlshss@gmail.com,4952260222.0
16501,HS,gths31vatakara@gmail.com,4962523140.0
33056,HS,stephremsmannanam@gmail.com,2597719.0
16038,HS,vadakara16038@gmail.com,4962547407.0
25115,HS,depaulemhss@gmail.com,4842455334.0
33045,HS,bakermemorialghs@gmail.com,4812563530.0
30055,HS,smhsmariyapuram@gmail.com,9447019656.0
38040,HS,ghskozh@gmail.com,4682963419.0
16054,HS,vadakara16054@gmail.com,4962633978.0
30075,HS,mrspeermade@gmail.com,4869299557.0
30077,HS,ghschinnakanal@gmail.com,4868249040.0
